Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Maruti Ciaz ALPHA 1.4 VVT,2017,Maruti,MANUAL,24261,Petrol,1st Owner,MP-04,Indore,728499,728499,Dec,14242
Toyota YARIS V CVT,2018,Toyota,AUTOMATIC,23337,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,1118099,1080799,May,20296
Maruti Celerio ZXI,2019,Maruti,MANUAL,43902,Petrol,2nd Owner,UP-80-x-xxxx,Lucknow,482599,482599,Jun,9435
Tata Tiago XZ 1.2 REVOTRON,2019,Tata,MANUAL,14792,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,595799,542299,Aug,10602
KIA SELTOS HTK PLUS 1.5 DIESEL,2020,KIA,MANUAL,62846,Diesel,1st Owner,MH-14,Pune,1299499,1240699,Jan,23299
Renault Duster RXZ CVT 1.3 TURBO,2022,Renault,AUTOMATIC,9752,Petrol,1st Owner,MH-02,Mumbai,1567999,1509299,Jan,28343
Honda Amaze 1.2 VXMT I VTEC,2014,Honda,MANUAL,76347,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,512299,474999,Jun,9286
Tata NEXON XM 1.5,2020,Tata,MANUAL,60182,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,844499,844499,Sep,15859
Toyota Etios Liva D-4D VXD,2015,Toyota,MANUAL,94030,Diesel,1st Owner,TS-10-x-xxxx,Hyderabad,590899,580399,Sep,11347
Toyota Camry HYBRID,2017,Toyota,AUTOMATIC,70336,Petrol,1st Owner,MH-04,Pune,1731699,1592399,May,29904
Toyota Glanza G MT PETROL,2021,Toyota,MANUAL,4749,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,954399,913499,Jun,17155
Toyota URBAN CRUISER PREMIUM MT,2021,Toyota,MANUAL,16956,Petrol,1st Owner,MH-14,Pune,1032699,966199,Jan,18144
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,17512,Petrol,1st Owner,MP-04,Indore,819199,731899,Oct,14309
Renault Kwid 1.0 RXT Opt,2021,Renault,MANUAL,10047,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,527399,521099,Nov,10188
Skoda KUSHAQ AMBITION 1.0 TSI AT,2022,Skoda,MANUAL,8798,Petrol,1st Owner,GJ-14,Ahmedabad,1536299,1478199,Jan,27759
Renault Kwid RXL,2019,Renault,MANUAL,11227,Petrol,1st Owner,TS-03-x-xxxx,Hyderabad,395599,395599,Aug,7734
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2016,Hyundai,MANUAL,69959,Petrol,1st Owner,GJ-01,Ahmedabad,411799,406799,Jan,7953
Hyundai Grand i10 ASTA 1.2 VTVT,2014,Hyundai,MANUAL,33290,Petrol,2nd Owner,MH-02,Pune,463299,463299,Oct,9058
Honda Brio 1.2 S MT I VTEC,2015,Honda,MANUAL,52328,Petrol,2nd Owner,RJ-14,Jaipur,367699,353299,Oct,6907
Volkswagen Polo COMFORTLINE 1.2L PETROL,2014,Volkswagen,MANUAL,45541,Petrol,2nd Owner,RJ-14,Jaipur,409799,389799,Oct,7621
Maruti Swift Dzire VDI,2013,Maruti,MANUAL,60537,Diesel,1st Owner,RJ-14,Jaipur,493099,477299,May,9331
Maruti New  Wagon-R LXI CNG 1.0 L,2021,Maruti,MANUAL,24347,Petrol + CNG,2nd Owner,MH-05,Mumbai,663599,638899,Mar,12491
Tata Tiago XZA 1.2 REVOTRON,2019,Tata,AUTOMATIC,68605,Petrol + CNG,1st Owner,GJ-27,Ahmedabad,541899,541899,Jul,10594
Honda City V MT PETROL,2018,Honda,MANUAL,67173,Petrol,1st Owner,GJ-27,Ahmedabad,882599,850599,Jul,15973
Tata Tiago XM 1.2 REVOTRON,2017,Tata,MANUAL,54604,Petrol,1st Owner,MP-09,Indore,406399,406399,Aug,7945
Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,2019,Ford,AUTOMATIC,42796,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,1087899,1077999,Jul,20244
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,17637,Petrol,1st Owner,GJ-06,Ahmedabad,1583999,1542399,Feb,28965
KIA SELTOS GTX 1.4 GDI PETROL,2019,KIA,MANUAL,6905,Petrol,1st Owner,"Valid upto Nov 2023
3rd Party",Lucknow,1315299,1190299,Oct,22353
KIA SELTOS HTK PLUS 1.5 DIESEL,2020,KIA,MANUAL,26188,Diesel,1st Owner,MH-04,Mumbai,1460799,1460799,Mar,27432
Maruti Alto K10 LXI,2013,Maruti,MANUAL,39983,Petrol,1st Owner,GJ-05,Indore,240399,240399,Apr,4700
Renault Kwid RXT Opt,2016,Renault,MANUAL,62382,Petrol,2nd Owner,KL-53,Kochi,301699,301699,Sep,5898
Hyundai NEW SANTRO 1.1 MAGNA MT,2019,Hyundai,MANUAL,7241,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,523999,468899,May,9167
Tata NEXON XMA SUNROOF 1.2 RTN,2021,Tata,AUTOMATIC,8737,Petrol,1st Owner,TN-10-x-xxxx,Chennai,1067199,1067199,Feb,20041
Ford New Figo 1.2 TREND,2017,Ford,MANUAL,30441,Petrol,1st Owner,KL-45,Kochi,455499,448699,Oct,8772
Renault Kwid 1.0 RXT,2018,Renault,MANUAL,75016,Petrol,1st Owner,RJ-23,Jaipur,309599,309599,Mar,6053
Jeep Compass 2.0 LONGITUDE (O),2020,Jeep,MANUAL,22656,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,1628499,1599499,Mar,30037
Hyundai Grand i10 ERA 1.2 VTVT,2016,Hyundai,MANUAL,50911,Petrol,1st Owner,MH-46,Mumbai,403599,397299,Oct,7767
Jeep Compass 2.0 LONGITUDE,2018,Jeep,MANUAL,88971,Diesel,2nd Owner,GJ-06,Ahmedabad,1189499,1139699,Apr,21402
Tata NEXON XZA + 1.2 PETROL A/T,2021,Tata,AUTOMATIC,7697,Petrol,1st Owner,MH-47,Mumbai,1159399,1115699,Aug,20952
Mahindra Thar LX PETROL HT 4WD AT,2021,Mahindra,MANUAL,14005,Petrol,1st Owner,GJ-06,Ahmedabad,1675599,1583799,Nov,29742
Tata TIGOR XZ 1.2 REVOTRON OPT,2017,Tata,MANUAL,60361,Petrol,1st Owner,TN-87-x-xxxx,Chennai,499699,499699,Jun,9769
Hyundai Creta 1.4 E PLUS CRDI,2019,Hyundai,MANUAL,94706,Diesel,1st Owner,MP-04,Indore,1000499,1000499,Apr,18788
MG ASTOR SAVVY 1.5 CVT IVORY,2022,MG,MANUAL,5209,Petrol,1st Owner,MH-12,Pune,1857399,1691499,Feb,31765
Tata Tiago XZ+ 1.2 Revotron,2020,Tata,MANUAL,44484,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,678249,678249,Aug,13260
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,15228,Petrol,2nd Owner,KA-05-x-xxxx,Bangalore,1417599,1347199,Oct,25299
Hyundai NEW SANTRO 1.1 MAGNA MT,2019,Hyundai,MANUAL,1980,Petrol,1st Owner,TN-12-x-xxxx,Chennai,570099,570099,Aug,11146
KIA SELTOS HTX+ AT 1.5 DIESEL,2019,KIA,AUTOMATIC,35149,Diesel,1st Owner,TN-02-x-xxxx,Chennai,1671599,1473399,Oct,27669
Hyundai Elite i20 1.4 CRDI ASTA (O),2015,Hyundai,MANUAL,59931,Diesel,1st Owner,MH-43,Mumbai,634199,634199,Nov,12399
Hyundai i20 MAGNA O 1.2,2012,Hyundai,MANUAL,78436,Petrol,2nd Owner,GJ-01,Ahmedabad,379799,379799,May,7425
Renault Duster RXS 106 PS MT,2020,Renault,MANUAL,44886,Petrol,1st Owner,TN-11-x-xxxx,Chennai,909799,848899,Oct,15941
Maruti Celerio VXI CNG,2018,Maruti,MANUAL,26129,Petrol + CNG,1st Owner,MH-01,Mumbai,531299,531299,Jul,10387
Maruti S Cross ALPHA 1.5 SMART HYBRID,2022,Maruti,MANUAL,2922,Petrol,1st Owner,MP-13,Indore,1167399,1167399,Apr,21923
Honda Amaze 1.2 SMT I VTEC,2014,Honda,MANUAL,77039,Petrol,1st Owner,KL-07,Kochi,438599,411099,Oct,8037
KIA SONET GTX PLUS 1.5D  AT,2020,KIA,MANUAL,56172,Diesel,1st Owner,TN-01-x-xxxx,Chennai,1443099,1413699,Oct,26548
Hyundai Creta 1.6 E + VTVT,2017,Hyundai,MANUAL,57562,Petrol,2nd Owner,TN-04-x-xxxx,Chennai,756499,756499,Feb,14790
Hyundai Eon D LITE PLUS,2013,Hyundai,MANUAL,33824,Petrol,1st Owner,WB-02,Kolkata,225599,188599,Oct,3687
Mahindra XUV500 W8 FWD AT,2016,Mahindra,AUTOMATIC,51926,Diesel,2nd Owner,KA-04-x-xxxx,Bangalore,1276849,1135299,Apr,21320
Hyundai NEW SANTRO ERA 1.1,2020,Hyundai,MANUAL,5589,Petrol,2nd Owner,RJ-45,Jaipur,499299,499299,Jan,9761
Toyota YARIS J CVT,2019,Toyota,AUTOMATIC,18510,Petrol,1st Owner,MH-12,Pune,995599,887199,Nov,16661
Hyundai NEW SANTRO 1.1 MAGNA MT,2019,Hyundai,MANUAL,18754,Petrol,1st Owner,MP-04,Indore,486899,477549,Aug,9336
Mahindra XUV500 W11 FWD,2018,Mahindra,MANUAL,89232,Diesel,1st Owner,KA-04-x-xxxx,Bangalore,1537299,1518099,Sep,28508
KIA SELTOS 1.5 GTX+ AT,2020,KIA,AUTOMATIC,34655,Diesel,1st Owner,MH-12,Mumbai,1889699,1772099,Nov,33278
Hyundai AURA SX PETROL,2020,Hyundai,MANUAL,35201,Petrol,1st Owner,MH-12,Pune,791699,750299,Feb,14668
Renault Kwid 1.0 CLIMBER OPT,2021,Renault,MANUAL,11270,Petrol,1st Owner,HR-26,New Delhi,515899,515899,Jun,10086
Hyundai i10 MAGNA 1.2 KAPPA2,2012,Hyundai,MANUAL,116147,Petrol,2nd Owner,RJ-14,Jaipur,290199,251199,Oct,4911
Hyundai Elite i20 ASTA 1.4 CRDI,2018,Hyundai,MANUAL,91106,Diesel,1st Owner,WB-24,Kolkata,666799,605199,May,11832
Renault Kwid 1.0 RXT Opt,2020,Renault,MANUAL,4506,Petrol,1st Owner,GJ-01,Ahmedabad,396899,396899,Oct,7759
Tata Tiago XT 1.2 REVOTRON,2018,Tata,MANUAL,12081,Petrol,1st Owner,TN-50-x-xxxx,Chennai,501299,496299,Oct,9703
Maruti Dzire VXI,2021,Maruti,MANUAL,62419,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,732299,708799,Jun,13857
Volkswagen Polo COMFORTLINE 1.2L DIESEL,2012,Volkswagen,MANUAL,60797,Diesel,1st Owner,MH-12,Mumbai,347299,327699,May,6407
Ford Ecosport 1.5 TITANIUM TI VCT,2020,Ford,MANUAL,7430,Petrol,1st Owner,RJ-45,Jaipur,929299,929299,Oct,17451
Ford Figo Aspire 1.2 TITANIUM+ PETROL,2019,Ford,MANUAL,23688,Petrol,1st Owner,MH-12,Pune,715099,707699,Aug,13836
Toyota Etios Liva VD DUAL TONE,2017,Toyota,MANUAL,48221,Diesel,2nd Owner,KL-17,Kochi,660099,660099,Oct,12905
Maruti Ertiga ZXI Plus SHVS,2019,Maruti,MANUAL,72390,Petrol,1st Owner,TN-31-x-xxxx,Chennai,936399,936399,Jan,17585
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,28228,Petrol,1st Owner,WB-24,Kolkata,780099,780099,Sep,15251
Honda Brio 1.2 VX MT I VTEC,2018,Honda,MANUAL,28876,Petrol,2nd Owner,TN-61-x-xxxx,Chennai,530199,507999,Nov,9931
Maruti Ertiga ZDI PLUS SHVS,2017,Maruti,MANUAL,36894,Diesel,1st Owner,KL-40,Kochi,801299,796299,Feb,15568
Ford Ecosport 1.5 TITANIUM TI VCT AT,2015,Ford,AUTOMATIC,57327,Petrol,1st Owner,DL-3C,New Delhi,568899,568899,Dec,11122
Toyota Etios CROSS VD,2014,Toyota,MANUAL,33930,Diesel,1st Owner,MP-09,Indore,448999,448999,Dec,8778
Mahindra BOLERO NEO N 10,2021,Mahindra,MANUAL,18434,Diesel,1st Owner,AP-39-x-xxxx,Hyderabad,1097299,1006899,Aug,18909
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,7282,Petrol,1st Owner,MH-04,Mumbai,1406699,1372099,Nov,25767
Volkswagen Vento Highline 1.0 TSI MT,2021,Volkswagen,MANUAL,29329,Petrol,1st Owner,MH-12,Pune,1009299,934299,Jan,17545
MG HECTOR SHARP DCT PETROL,2020,MG,AUTOMATIC,19400,Petrol,1st Owner,RJ-45,Jaipur,1609799,1549799,Oct,29104
Honda Jazz 1.2 V MT,2018,Honda,MANUAL,17785,Petrol,1st Owner,KL-51,Kochi,615599,615599,Oct,12035
Hyundai i10 SPORTZ 1.1 IRDE2,2015,Hyundai,MANUAL,28695,Petrol,2nd Owner,MH-03,Pune,386699,386699,Jun,7560
Hyundai GRAND I10 NIOS Asta Petrol,2020,Hyundai,MANUAL,8142,Petrol,1st Owner,MH-02,Mumbai,775599,775599,Jul,15163
Mahindra MARAZZO M2 8 STR,2021,Mahindra,MANUAL,9043,Diesel,1st Owner,WB-20,Kolkata,1243799,1188199,Sep,22313
Ford Ecosport TITANIUM PLUS SE1.5 TDCI MT,2021,Ford,MANUAL,12851,Diesel,1st Owner,MH-46,Mumbai,1263899,1224199,Apr,22989
Renault Kwid RXT,2016,Renault,MANUAL,25006,Petrol,1st Owner,MP-09,Indore,341499,313999,Dec,6139
Toyota YARIS G MT,2018,Toyota,MANUAL,19860,Petrol,1st Owner,TN-09-x-xxxx,Chennai,865099,832799,Jun,15639
Maruti Celerio ZXI,2021,Maruti,MANUAL,6323,Petrol,1st Owner,GJ-06,Ahmedabad,592699,592699,Nov,11587
Maruti New  Wagon-R ZXI 1.2,2021,Maruti,MANUAL,3955,Petrol,2nd Owner,MH-01,Mumbai,681599,651799,Mar,12743
Renault Kwid 1.0 RXT Opt,2021,Renault,MANUAL,13867,Petrol,1st Owner,TN-07-x-xxxx,Chennai,529699,529699,Jul,10356
Mahindra BOLERO NEO N 10,2022,Mahindra,MANUAL,1271,Diesel,1st Owner,WB-20,Kolkata,1227549,1206399,May,22655
Maruti Swift VXI,2011,Maruti,MANUAL,51767,Petrol,2nd Owner,KA-51-x-xxxx,Bangalore,398299,358899,Aug,7017
Honda Amaze 1.2 VXMT I VTEC,2022,Honda,MANUAL,3031,Petrol,1st Owner,DL-9C,New Delhi,945599,915799,Apr,17198
Tata Tiago XT 1.2 REVOTRON,2020,Tata,MANUAL,2678,Petrol,1st Owner,DL-3C,New Delhi,528299,528299,Nov,10328
Mahindra XUV 3OO 1.2 W8 OPT,2019,Mahindra,MANUAL,63005,Petrol,1st Owner,RJ-23,Jaipur,850199,845199,Mar,15872
Maruti Swift VXI,2020,Maruti,MANUAL,22937,Petrol,2nd Owner,UP-15-x-xxxx,Lucknow,635499,615099,Jun,12025
Maruti Alto 800 LXI,2013,Maruti,MANUAL,89560,Petrol,1st Owner,DL-9C,New Delhi,198199,198199,Aug,3875
Hyundai VENUE S MT 1.2 KAPPA,2020,Hyundai,MANUAL,19978,Petrol,1st Owner,MP-04,Indore,770999,759199,Jan,14842
Maruti Dzire LXI,2020,Maruti,MANUAL,29318,Petrol + CNG,1st Owner,DL-1C,New Delhi,623599,623599,Mar,12191
Maruti Swift LXI,2014,Maruti,MANUAL,52363,Petrol,1st Owner,TN-14-x-xxxx,Chennai,453799,453799,Aug,8872
Mahindra XUV500 W6 4X2,2016,Mahindra,MANUAL,121699,Diesel,2nd Owner,"Valid upto Nov 2023
3rd Party",Lucknow,772099,755099,Oct,14762
Renault TRIBER 1.0 RXL PETROL,2021,Renault,MANUAL,57558,Petrol,1st Owner,TS-17-x-xxxx,Hyderabad,659899,645799,May,12625
MG HECTOR SHARP 2.0 DIESEL,2020,MG,MANUAL,55260,Diesel,1st Owner,MH-14,Pune,1704699,1696099,Nov,31851
Maruti Alto LXI,2010,Maruti,MANUAL,70516,Petrol,2nd Owner,DL-9C,New Delhi,146799,137399,Sep,2686
Maruti Baleno DELTA PETROL 1.2,2020,Maruti,MANUAL,10902,Petrol,1st Owner,MP-04,Indore,666599,666599,Oct,13032
Hyundai GRAND I10 NIOS Asta Petrol,2019,Hyundai,MANUAL,21304,Petrol,2nd Owner,MP-04,Indore,652499,625199,Oct,12223
Maruti New  Wagon-R 1.0 LXI (O),2020,Maruti,MANUAL,9215,Petrol,2nd Owner,MH-05,Pune,561299,506599,Mar,9904
Hyundai Elite i20 SPORTZ 1.4,2018,Hyundai,MANUAL,48051,Diesel,1st Owner,MH-03,Pune,720299,693399,Feb,13556
Honda Jazz 1.2 S MT,2016,Honda,MANUAL,53951,Petrol,1st Owner,MH-03,Mumbai,480999,446899,Mar,8737
Maruti Swift Dzire VXI,2012,Maruti,MANUAL,87730,Petrol,1st Owner,MH-01,Mumbai,394699,386899,Nov,7564
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,27911,Petrol,1st Owner,MH-04,Mumbai,814399,814399,Nov,15294
MG HECTOR SHARP 2.0 DIESEL,2019,MG,MANUAL,40962,Diesel,1st Owner,GJ-38,Ahmedabad,1676499,1491499,Aug,28009
Ford Ecosport 1.5 TITANIUMTDCI OPT,2017,Ford,MANUAL,59893,Diesel,2nd Owner,GJ-03,Ahmedabad,718899,663899,Jun,12979
Hyundai Verna 1.6 SX (O) CRDI MT,2019,Hyundai,MANUAL,42775,Diesel,1st Owner,WB-08,Kolkata,1052199,968599,Nov,18189
Hyundai Verna FLUIDIC 1.6 SX VTVT,2017,Hyundai,MANUAL,43085,Petrol,2nd Owner,MH-04,Mumbai,683999,645999,Oct,12629
Maruti Ciaz ALPHA 1.5 AT SHVS,2021,Maruti,AUTOMATIC,80243,Petrol,1st Owner,TN-07-x-xxxx,Chennai,1098999,1019499,Feb,19145
Toyota Corolla Altis G,2018,Toyota,MANUAL,53788,Petrol,1st Owner,MH-01,Mumbai,1166899,1055099,Aug,19814
Hyundai Eon MAGNA O,2011,Hyundai,MANUAL,86805,Petrol,1st Owner,WB-26,Kolkata,181699,181699,Nov,3552
Maruti New  Wagon-R LXI CNG 1.0 L,2020,Maruti,MANUAL,18067,Petrol + CNG,1st Owner,MH-02,Mumbai,609899,609899,Nov,11924
Ford Figo Aspire 1.2 TITANIUM PETROL,2019,Ford,MANUAL,50378,Petrol,1st Owner,UP-41-x-xxxx,Lucknow,493899,493899,Jan,9656
Volkswagen Polo GT TSI 1.2 PETROL AT,2014,Volkswagen,AUTOMATIC,51644,Petrol,2nd Owner,MH-43,Pune,631999,631999,Apr,12356
Volkswagen Polo GT TSI AT 1.0,2021,Volkswagen,AUTOMATIC,11068,Petrol,3rd Owner,WB-20,Kolkata,1011699,915599,Feb,17194
Hyundai i20 ASTA 1.4 CRDI,2014,Hyundai,MANUAL,63497,Diesel,2nd Owner,WB-08,Kolkata,354599,349599,Jul,6835
Ford Ecosport TITANIUM+ SPORT,2021,Ford,MANUAL,9268,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,1241399,1207699,Feb,22679
Honda Brio 1.2 S (O) MT IVTEC,2012,Honda,MANUAL,80006,Petrol,1st Owner,MH-02,Mumbai,245599,245599,Mar,4802
Maruti Alto K10 LXI,2012,Maruti,MANUAL,59703,Petrol,1st Owner,DL-8C,New Delhi,210499,210499,Sep,4115
Tata Nano TWIST XTA,2016,Tata,AUTOMATIC,24580,Petrol,2nd Owner,DL-1C,New Delhi,202299,202299,Aug,3955
Hyundai i20 SPORTZ 1.2 VTVT,2012,Hyundai,MANUAL,72011,Petrol,1st Owner,GJ-01,Ahmedabad,421599,421599,Mar,8242
Maruti Celerio ZXI,2018,Maruti,MANUAL,56096,Petrol,1st Owner,RJ-31,Jaipur,489499,489499,May,9570
Volkswagen Polo HIGH LINE PLUS 1.0,2020,Volkswagen,MANUAL,40972,Petrol,1st Owner,GJ-18,Ahmedabad,803399,724099,Sep,14156
Honda Amaze 1.2 SMT I VTEC,2014,Honda,MANUAL,38079,Petrol,1st Owner,MH-02,Pune,482799,482799,Jul,9439
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2014,Hyundai,MANUAL,11855,Petrol,3rd Owner,DL-9C,New Delhi,383399,364799,Jun,7132
Mahindra Thar LX D AT 4WD HT,2021,Mahindra,AUTOMATIC,15758,Diesel,1st Owner,KL-07,Kochi,1734099,1734099,May,32565
Hyundai VENUE 1.0 TURBO GDI SX+ AT,2019,Hyundai,AUTOMATIC,14381,Petrol,1st Owner,WB-02,Kolkata,1065799,1041199,Sep,19553
Hyundai Grand i10 ASTA 1.2 VTVT,2017,Hyundai,MANUAL,98014,Petrol,1st Owner,TS-03-x-xxxx,Hyderabad,569999,548799,Oct,10729
Ford Endeavour 2.2l 4X2 MT Titanium,2019,Ford,MANUAL,93998,Diesel,1st Owner,GJ-02,Ahmedabad,2483799,2483799,Mar,46643
Toyota YARIS VX CVT,2018,Toyota,AUTOMATIC,52933,Petrol,1st Owner,MH-12,Pune,994399,921099,Sep,17297
Maruti Wagon R 1.0 LXI CNG,2013,Maruti,MANUAL,60935,Petrol + CNG,1st Owner,AP-29-x-xxxx,Hyderabad,353699,348699,Oct,6817
Maruti Swift VXI,2018,Maruti,MANUAL,16301,Petrol,1st Owner,WB-24,Kolkata,579099,559099,Nov,10930
Volkswagen Vento HIGHLINE 1.2 TSI AT,2016,Volkswagen,AUTOMATIC,41836,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,864199,856999,Jul,16094
Maruti Swift VXI,2014,Maruti,MANUAL,39653,Petrol,1st Owner,MH-02,Mumbai,445799,417399,Jan,8160
Tata NEXON XMA 1.5,2021,Tata,MANUAL,31536,Diesel,1st Owner,MH-14,Pune,1162599,1086899,Feb,20411
Hyundai i10 SPORTZ 1.1 IRDE2,2015,Hyundai,MANUAL,17290,Petrol,2nd Owner,GJ-06,Ahmedabad,394999,394999,Apr,7722
Hyundai Elite i20 Magna Executive 1.2,2017,Hyundai,MANUAL,19857,Petrol,1st Owner,WB-12,Kolkata,537999,516199,May,10092
Tata Hexa Varicor 400 XTA,2017,Tata,AUTOMATIC,78583,Diesel,2nd Owner,MH-14,Pune,1302699,1232099,Aug,23138
Hyundai Grand i10 ASTA 1.2 (O) VTVT,2016,Hyundai,MANUAL,1881,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,665099,665099,Jul,13003
Renault Kwid 1.0 CLIMBER OPT,2021,Renault,MANUAL,4322,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,674899,674899,Oct,13194
Ford Ecosport 1.5 TITANIUM TI VCT AT,2014,Ford,AUTOMATIC,30751,Petrol,1st Owner,DL-10,New Delhi,498299,498299,Oct,9742
Ford Ecosport 1.5 TREND+ TDCI,2016,Ford,MANUAL,67126,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,765799,750599,Jul,14674
Maruti New  Wagon-R LXI CNG 1.0 L,2021,Maruti,MANUAL,29011,Petrol + CNG,1st Owner,MH-47,Mumbai,687199,687199,Jul,13435
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,28381,Petrol,1st Owner,TN-22-x-xxxx,Chennai,673299,673299,Aug,13163
Tata Hexa Varicor 400 XT,2019,Tata,MANUAL,46671,Diesel,1st Owner,TN-18-x-xxxx,Chennai,1705799,1566799,Oct,29423
Tata Tiago XE 1.2 REVOTRON,2019,Tata,MANUAL,7114,Petrol,1st Owner,KL-07,Kochi,437199,437199,Jun,8547
Volkswagen Polo HIGHLINE1.2L PETROL,2017,Volkswagen,MANUAL,52422,Petrol,2nd Owner,RJ-14,Jaipur,554099,554099,Sep,10833
Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),2018,Ford,MANUAL,24527,Petrol,2nd Owner,KA-51-x-xxxx,Bangalore,1133599,1133599,May,21288
Toyota Glanza G MT PETROL,2020,Toyota,MANUAL,6475,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,752299,752299,Nov,14708
Toyota YARIS J MT,2021,Toyota,MANUAL,8461,Petrol,1st Owner,DL-10,New Delhi,1175699,1084099,Mar,20358
Hyundai i10 MAGNA 1.2 KAPPA2,2012,Hyundai,MANUAL,122719,Petrol,2nd Owner,KL-56,Kochi,274899,226199,Oct,4422
Mahindra Scorpio S11,2018,Mahindra,MANUAL,55798,Diesel,2nd Owner,RJ-25,Jaipur,1584999,1584999,Nov,29765
Maruti S Cross ZETA 1.3,2015,Maruti,MANUAL,58070,Diesel,1st Owner,MH-43,Mumbai,671599,671599,Oct,13130
Toyota YARIS G MT,2018,Toyota,MANUAL,50678,Petrol,2nd Owner,TN-01-x-xxxx,Chennai,846999,798299,May,15607
Toyota Glanza V CVT,2021,Toyota,AUTOMATIC,40730,Petrol,1st Owner,MH-14,Pune,1011299,920199,Feb,17280
Toyota Glanza V CVT,2019,Toyota,AUTOMATIC,68572,Petrol,1st Owner,MH-12,Pune,835699,803799,Aug,15095
Maruti A Star VXI,2009,Maruti,MANUAL,47542,Petrol,1st Owner,DL-9C,New Delhi,196299,190399,Oct,3722
Honda Amaze 1.2 SMT I VTEC,2020,Honda,MANUAL,12910,Petrol,2nd Owner,MH-12,Pune,687399,687399,Nov,13439
Renault Kwid 1.0 RXT Opt AT,2018,Renault,AUTOMATIC,43476,Petrol,1st Owner,TS-16-x-xxxx,Hyderabad,410799,410799,Aug,8031
Ford Ecosport 1.5 TITANIUM TI VCT AT,2016,Ford,AUTOMATIC,55817,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,746799,729399,Jul,14260
Ford Ecosport 1.5TITANIUM TDCI,2019,Ford,MANUAL,55286,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,858499,830799,Aug,15602
Ford Ecosport 1.5AMBIENTE TI VCT,2016,Ford,MANUAL,9147,Petrol,1st Owner,DL-8C,New Delhi,596999,596999,Oct,11671
Honda Jazz 1.2 BASE I VTEC,2010,Honda,MANUAL,86713,Petrol,2nd Owner,KA-04-x-xxxx,Bangalore,331799,331799,Nov,6487
Volkswagen Polo COMFORTLINE 1.0 PETROL,2019,Volkswagen,MANUAL,32927,Petrol,1st Owner,MH-12,Pune,704799,704799,Nov,13779
KIA SELTOS 1.5 GTX+ AT,2020,KIA,AUTOMATIC,58241,Diesel,1st Owner,TN-09-x-xxxx,Chennai,1888599,1624699,Mar,30510
Hyundai NEW I20 SPORTZ 1.2 MT,2021,Hyundai,MANUAL,2881,Petrol,1st Owner,WB-14,Kolkata,805299,777799,Oct,15206
MG HECTOR SHARP DCT PETROL,2019,MG,AUTOMATIC,45037,Petrol,1st Owner,HR-51,New Delhi,1722599,1532099,Dec,28771
Maruti S Cross ALPHA 1.5 SMART HYBRID,2020,Maruti,MANUAL,11062,Petrol,1st Owner,RJ-02,Jaipur,1191499,1191499,Aug,22375
Mahindra MARAZZO M2 7STR,2021,Mahindra,MANUAL,36089,Diesel,1st Owner,WB-02,Kolkata,1122099,1086299,Sep,20400
Maruti Vitara Brezza ZXI,2021,Maruti,MANUAL,32452,Petrol,1st Owner,AP-39-x-xxxx,Hyderabad,1058699,1027699,Mar,19299
Maruti Swift LXI,2020,Maruti,MANUAL,12355,Petrol,1st Owner,TN-18-x-xxxx,Chennai,605999,605999,Mar,11847
Maruti Celerio ZXI,2017,Maruti,MANUAL,78507,Petrol,2nd Owner,TS-08-x-xxxx,Hyderabad,439399,429699,Apr,8401
Ford Ecosport 1.5TITANIUM TDCI,2016,Ford,MANUAL,107805,Diesel,1st Owner,RJ-32,Jaipur,580099,580099,Oct,11341
