Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Renault Captur RXT Diesel Dual Tone,2018,Renault,MANUAL,56810,Diesel,1st Owner,KL-03,Kochi,795599,759619,Oct,14851
Maruti Alto LXI,2012,Maruti,MANUAL,32892,Petrol,1st Owner,WB-02,Kolkata,173899,158899,Oct,3107
Tata Tiago XT 1.2 REVOTRON,2017,Tata,MANUAL,65546,Petrol,1st Owner,WB-02,Kolkata,354799,354799,Mar,6936
Mahindra XUV 3OO 1.2 W6 MT,2021,Mahindra,MANUAL,9761,Petrol,1st Owner,GJ-01,Ahmedabad,1032899,964899,Feb,18120
Maruti Celerio ZXI,2022,Maruti,MANUAL,7867,Petrol,1st Owner,RJ-45,Jaipur,670999,655899,May,12823
Jeep Compass 2.0 SPORT,2017,Jeep,MANUAL,44657,Diesel,2nd Owner,GJ-20,Ahmedabad,1149199,1136499,Aug,21342
Maruti Swift LXI,2021,Maruti,MANUAL,17650,Petrol,1st Owner,MP-04,Indore,621999,613199,Feb,11988
Maruti Wagon R 1.0 VXI,2016,Maruti,MANUAL,32694,Petrol,2nd Owner,WB-02,Kolkata,415099,382899,Nov,7486
Honda City V MT PETROL,2015,Honda,MANUAL,42350,Petrol,2nd Owner,TS-07-x-xxxx,Hyderabad,701699,701699,Jul,13718
Hyundai VENUE 1.0 Turbo GDI DCT SX+DT,2020,Hyundai,AUTOMATIC,16768,Petrol,1st Owner,MH-12,Pune,1286199,1266399,Mar,23782
KIA SELTOS GTX 1.4 GDI PETROL,2019,KIA,MANUAL,18541,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,1649399,1593199,Dec,29919
Mahindra XUV 3OO 1.2 W8 OPT,2021,Mahindra,MANUAL,2598,Petrol,1st Owner,MH-14,Pune,1286099,1286099,Jul,24152
Honda City V MT PETROL,2016,Honda,MANUAL,72586,Petrol,1st Owner,GJ-01,Ahmedabad,694899,656399,Apr,12833
Hyundai NEW SANTRO SPORTZ 1.1,2019,Hyundai,MANUAL,45090,Petrol + CNG,1st Owner,RJ-45,Jaipur,484499,479499,Apr,9374
Maruti Swift VXI,2015,Maruti,MANUAL,43828,Petrol,1st Owner,RJ-14,Ahmedabad,428999,428999,Mar,8387
Maruti Swift VDI,2012,Maruti,MANUAL,78175,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,489199,456899,Apr,8932
Renault Kwid 1.0 RXT Opt,2020,Renault,MANUAL,11999,Petrol,1st Owner,WB-12,Kolkata,427899,412999,Mar,8074
Hyundai Santro Xing GL,2009,Hyundai,MANUAL,32221,Petrol,2nd Owner,WB-16,Kolkata,161499,156499,Oct,3060
Tata NEXON XZ+ 1.5,2022,Tata,MANUAL,9946,Diesel,1st Owner,HR-26,New Delhi,1239799,1232299,Jan,23141
Nissan Micra Active XV S,2017,Nissan,MANUAL,69962,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,440599,440599,Apr,8614
Maruti S Cross ALPHA 1.5 SMART HYBRID,2020,Maruti,MANUAL,40136,Petrol,1st Owner,RJ-13,Jaipur,1191499,1191499,Sep,22375
Hyundai NEW SANTRO 1.1 MAGNA MT,2019,Hyundai,MANUAL,37643,Petrol,1st Owner,RJ-19,Jaipur,481899,465999,Jun,9110
Tata ALTROZ XT 1.2,2021,Tata,MANUAL,5833,Petrol,1st Owner,TN-12-x-xxxx,Chennai,839699,821499,Nov,15427
Honda Amaze 1.2 V MT I-VTEC,2019,Honda,MANUAL,14394,Petrol,2nd Owner,HR-26,New Delhi,692899,666399,May,13028
Maruti Swift VXI,2011,Maruti,MANUAL,52822,Petrol,1st Owner,GJ-01,Ahmedabad,327199,327199,Jul,6397
Hyundai Creta 1.6 SX VTVT,2019,Hyundai,MANUAL,28066,Petrol,1st Owner,DL-9C,New Delhi,1252299,1215399,Jun,22824
Maruti Alto LXI,2021,Maruti,MANUAL,2164,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,422999,410599,Feb,8027
Tata Harrier XT 2.0L Kryotec,2021,Tata,MANUAL,3774,Diesel,1st Owner,TN-22-x-xxxx,Chennai,1934199,1818599,Jun,34151
Mahindra Scorpio S7 140 BHP 2WD,2018,Mahindra,MANUAL,28548,Diesel,1st Owner,DL-10,New Delhi,1159399,1128199,Apr,21186
Toyota Etios Liva V,2018,Toyota,MANUAL,15099,Petrol,1st Owner,KL-08,Kochi,654099,624099,Oct,12201
Hyundai Eon ERA PLUS,2017,Hyundai,MANUAL,42887,Petrol,1st Owner,MP-04,Indore,337099,337099,Jun,6590
Volkswagen Polo Trendline 1.0 L Petrol,2018,Volkswagen,MANUAL,35625,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,584699,584699,Oct,11431
Volkswagen Polo HIGHLINE1.2L PETROL,2015,Volkswagen,MANUAL,28209,Petrol,1st Owner,MH-47,Pune,558299,558299,Aug,10915
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,34503,Petrol,1st Owner,MH-04,Mumbai,809599,778499,Oct,15220
Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,2017,Volkswagen,AUTOMATIC,85502,Petrol,1st Owner,GJ-01,Ahmedabad,764299,764299,Nov,14942
Honda WR-V 1.2 i-VTEC VX MT,2018,Honda,MANUAL,48029,Petrol,3rd Owner,RJ-45,Jaipur,793199,771499,Apr,15083
Toyota Etios Liva D 4D GD,2014,Toyota,MANUAL,166907,Diesel,1st Owner,UP-14-x-xxxx,Lucknow,325399,325399,Oct,6362
Mahindra Bolero B4,2020,Mahindra,MANUAL,72346,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,813399,813399,Dec,15275
Toyota Glanza G MT PETROL,2021,Toyota,MANUAL,20314,Petrol,1st Owner,MH-02,Mumbai,817599,810499,Dec,15220
Honda Jazz 1.2 V MT,2018,Honda,MANUAL,24569,Petrol,1st Owner,GJ-06,Ahmedabad,675099,603599,Dec,11800
Volkswagen Polo GT TSI 1.2 PETROL AT,2015,Volkswagen,AUTOMATIC,76554,Petrol,1st Owner,MH-12,Pune,626899,615499,Dec,12033
Hyundai Eon D LITE PLUS,2012,Hyundai,MANUAL,47454,Petrol,1st Owner,MH-14,Pune,228199,223199,Dec,4364
Volkswagen Polo HIGHLINE1.2L DIESEL,2013,Volkswagen,MANUAL,95248,Diesel,2nd Owner,AP-28-x-xxxx,Hyderabad,392899,392899,May,7681
Honda Brio 1.2 V MT I VTEC,2012,Honda,MANUAL,80014,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,261599,261599,Nov,5114
Maruti New  Wagon-R VXI 1.2L,2019,Maruti,MANUAL,8319,Petrol,1st Owner,MH-14,Pune,588799,577199,Apr,11284
Maruti Dzire VXI,2019,Maruti,MANUAL,58714,Petrol,1st Owner,RJ-32,Jaipur,678399,641599,Oct,12543
Tata Tiago 1.2 XT (O),2022,Tata,MANUAL,18290,Petrol,1st Owner,GJ-01,Ahmedabad,658899,637599,Feb,12465
Tata Tiago XZ+ 1.2 Revotron,2019,Tata,MANUAL,18177,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,662899,604799,Mar,11824
Maruti Celerio VXI CNG,2015,Maruti,MANUAL,38199,Petrol + CNG,1st Owner,MH-46,Mumbai,409499,409499,Mar,8006
Volkswagen Beetle 2.0 AT,2011,Volkswagen,AUTOMATIC,13229,Petrol,2nd Owner,KA-02-x-xxxx,Bangalore,1553599,1553599,Feb,29175
Toyota Corolla Altis  VL AT,2016,Toyota,AUTOMATIC,42212,Petrol,1st Owner,MH-47,Pune,1025299,910299,Oct,17094
Tata Tiago XZ 1.2 REVOTRON,2016,Tata,MANUAL,30187,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,511399,511399,Dec,9998
Hyundai i10 SPORTZ 1.2 KAPPA2,2013,Hyundai,MANUAL,72059,Petrol,2nd Owner,WB-24,Kolkata,266399,257199,Aug,5028
Maruti Celerio ZXI,2018,Maruti,MANUAL,64535,Petrol,2nd Owner,RJ-51,Jaipur,488499,488499,Jul,9550
Volkswagen Polo HIGHLINE PLUS 1.5L DIESEL,2020,Volkswagen,MANUAL,61310,Diesel,1st Owner,KL-65,Kochi,800199,800199,Jan,15027
Tata Tiago XT 1.2 REVOTRON,2017,Tata,MANUAL,26182,Petrol,1st Owner,MP-04,Indore,430899,430899,Sep,8424
Maruti New  Wagon-R ZXI 1.2,2020,Maruti,MANUAL,11212,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,658399,648599,Sep,12680
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,20760,Petrol,1st Owner,GJ-01,Ahmedabad,513299,513299,Dec,10035
Volkswagen Vento HIGHLINE PETROL,2016,Volkswagen,MANUAL,89382,Petrol,2nd Owner,TN-14-x-xxxx,Chennai,638999,638999,Jul,12493
Honda City V MT PETROL,2016,Honda,MANUAL,64151,Petrol,1st Owner,UP-78-x-xxxx,Lucknow,639899,608199,Oct,11890
Maruti Wagon R 1.0 VXI,2018,Maruti,MANUAL,7639,Petrol,1st Owner,RJ-26,Jaipur,520999,493799,May,9654
Mahindra XUV500 W7 FWD,2018,Mahindra,MANUAL,42600,Diesel,1st Owner,KA-03-x-xxxx,Bangalore,1522399,1328999,Nov,24957
Maruti Eeco 5 STR WITH AC PLUSHTR,2018,Maruti,MANUAL,30672,Petrol,1st Owner,KL-16,Kochi,397199,387299,Jan,7572
Tata ALTROZ XZ + 1.2 RTN,2021,Tata,MANUAL,14078,Petrol,1st Owner,WB-06,Kolkata,854049,787699,Jun,15400
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,23439,Petrol + CNG,1st Owner,MH-12,Pune,591399,576299,Dec,11267
Tata Tiago XZ 1.2 REVOTRON,2018,Tata,MANUAL,21562,Petrol,2nd Owner,TN-85-x-xxxx,Chennai,544099,544099,Jun,10637
Honda City SV MT PETROL,2014,Honda,MANUAL,49530,Petrol,1st Owner,MH-02,Mumbai,496699,496699,Aug,9711
Renault TRIBER 1.0 RXZ,2019,Renault,MANUAL,22149,Petrol,1st Owner,TN-13-x-xxxx,Chennai,708699,689799,Dec,13486
Honda Brio 1.2 S MT I VTEC,2012,Honda,MANUAL,73928,Petrol,2nd Owner,AP-28-x-xxxx,Hyderabad,378199,378199,Jul,7394
Honda City V MT PETROL,2015,Honda,MANUAL,71472,Petrol,2nd Owner,TS-07-x-xxxx,Hyderabad,660499,660499,Oct,12913
Datsun Redi Go T (O),2021,Datsun,MANUAL,29164,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,380999,375999,May,7351
Mahindra XUV500 W10 FWD,2015,Mahindra,MANUAL,44257,Diesel,1st Owner,WB-02,Kolkata,851999,851999,Dec,16000
Honda Jazz 1.2 VX AT,2019,Honda,AUTOMATIC,8594,Petrol,2nd Owner,HR-26,New Delhi,874199,847899,Oct,15923
Honda Amaze 1.2 V CVT I VTEC,2019,Honda,AUTOMATIC,19470,Petrol,1st Owner,DL-11,New Delhi,860199,860199,Apr,16154
Honda WR-V 1.2 i-VTEC VX MT,2021,Honda,MANUAL,22329,Petrol,1st Owner,MP-09,Indore,983199,952899,Jan,17894
Hyundai Elite i20 SPORTZ 1.2,2014,Hyundai,MANUAL,42479,Petrol,2nd Owner,MH-03,Pune,491299,482499,Oct,9433
Tata Tiago 1.2 XT (O),2021,Tata,MANUAL,15120,Petrol,1st Owner,DL-9C,New Delhi,580199,559399,Oct,10936
Mahindra XUV500 W6 4X2,2016,Mahindra,MANUAL,79008,Diesel,1st Owner,MH-14,Pune,996399,996399,Jun,18711
Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,2019,Hyundai,MANUAL,13329,Petrol + CNG,1st Owner,TS-09-x-xxxx,Hyderabad,566199,566199,Nov,11069
Renault TRIBER 1.0 RXT,2020,Renault,MANUAL,21306,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,710299,688699,Aug,13464
Hyundai Elite i20 ASTA 1.2,2017,Hyundai,MANUAL,50657,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,594499,563599,Aug,11018
Honda Brio 1.2 E MT I VTEC,2012,Honda,MANUAL,48547,Petrol,2nd Owner,MH-03,Pune,314899,303699,Sep,5937
Ford Ecosport 1.5TITANIUM TDCI,2014,Ford,MANUAL,76383,Diesel,2nd Owner,MH-03,Mumbai,527199,527199,Apr,10307
Hyundai Verna 1.6 SX VTVT,2018,Hyundai,MANUAL,41263,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,838299,778699,Dec,15224
Maruti Wagon R 1.0 VXI,2018,Maruti,MANUAL,68791,Petrol,2nd Owner,RJ-45,Jaipur,455099,429799,May,8403
Hyundai NEW I20 SPORTZ 1.2 MT,2021,Hyundai,MANUAL,5072,Petrol,1st Owner,MP-08,Indore,866399,841399,Nov,15801
Renault Kwid RXL,2018,Renault,MANUAL,18655,Petrol,2nd Owner,KA-53-x-xxxx,Bangalore,399399,383999,May,7507
Volkswagen Vento COMFORTLINE 1.0 TSI MT,2020,Volkswagen,MANUAL,65274,Petrol,1st Owner,MH-12,Pune,1014499,949199,Aug,17825
Renault Kwid 1.0 RXT Opt,2019,Renault,MANUAL,7124,Petrol,1st Owner,DL-3C,New Delhi,388499,388499,Jan,7595
Hyundai Creta 1.5 SX (O) AT,2020,Hyundai,AUTOMATIC,7772,Petrol,1st Owner,KA-51-x-xxxx,Bangalore,1867399,1745599,Sep,32781
Volkswagen Polo GT TSI 1.2 PETROL AT,2017,Volkswagen,AUTOMATIC,76365,Petrol,2nd Owner,MH-01,Mumbai,724099,655899,Sep,12823
Ford Ecosport 1.5 TITANIUM TI VCT,2018,Ford,MANUAL,39646,Petrol,1st Owner,KL-08,Kochi,813699,780299,Oct,15255
Hyundai Santro Xing GL PLUS,2011,Hyundai,MANUAL,61511,Petrol,1st Owner,DL-3C,New Delhi,200299,188799,Oct,3691
Renault TRIBER 1.0 RXZ,2022,Renault,MANUAL,2263,Petrol,1st Owner,GJ-06,Ahmedabad,860199,834999,Jul,15680
Maruti New  Wagon-R LXI CNG 1.0 L,2019,Maruti,MANUAL,25759,Petrol + CNG,1st Owner,UP-78-x-xxxx,Lucknow,558399,558399,Jun,10917
Tata Tiago XT 1.2 REVOTRON,2019,Tata,MANUAL,14752,Petrol,2nd Owner,KA-01-x-xxxx,Bangalore,527699,527699,Jan,10317
Mahindra XUV 3OO W6 AT,2022,Mahindra,MANUAL,4339,Diesel,1st Owner,GJ-01,Ahmedabad,1235499,1212399,May,22768
Hyundai Elite i20 ASTA 1.2 (O),2017,Hyundai,MANUAL,89784,Petrol + CNG,1st Owner,HR-26,New Delhi,647299,647299,Feb,12655
Maruti Swift LXI,2021,Maruti,MANUAL,18374,Petrol,1st Owner,HR-51,New Delhi,611299,611299,Mar,11951
Toyota Etios Liva G SP,2013,Toyota,MANUAL,65941,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,504399,499399,Aug,9763
Honda Amaze 1.2 SMT I VTEC,2016,Honda,MANUAL,99890,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,472099,472099,Jan,9230
Tata Harrier XZ +,2021,Tata,MANUAL,35349,Diesel,1st Owner,RJ-45,Jaipur,2070299,1956699,Jan,36745
Maruti Alto K10 VXI,2014,Maruti,MANUAL,34064,Petrol,2nd Owner,TN-11-x-xxxx,Chennai,290599,290599,Oct,5681
Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,2021,Volkswagen,AUTOMATIC,17457,Petrol,1st Owner,RJ-45,Jaipur,1201849,1047999,Feb,19680
Hyundai Creta 1.6 SX CRDI,2016,Hyundai,MANUAL,96615,Diesel,1st Owner,TS-09-x-xxxx,Hyderabad,997399,969399,Jun,18204
Renault TRIBER RXZ AT,2020,Renault,AUTOMATIC,12988,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,631199,631199,Aug,12340
Maruti Celerio VXI CNG,2022,Maruti,MANUAL,11821,Petrol + CNG,1st Owner,GJ-06,Ahmedabad,730799,691999,Apr,13529
Honda Amaze 1.2 SMT I VTEC,2019,Honda,MANUAL,17156,Petrol,1st Owner,MH-12,Pune,690899,683299,Apr,13359
Renault TRIBER 1.0 RXL PETROL,2019,Renault,MANUAL,3897,Petrol,1st Owner,WB-20,Kolkata,601699,569499,Nov,11134
Maruti Alto K10 VXI,2019,Maruti,MANUAL,31492,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,412699,394099,Aug,7705
Mahindra Kuv100 K8 6 STR,2017,Mahindra,MANUAL,15005,Petrol,2nd Owner,TN-06-x-xxxx,Chennai,501399,501399,Apr,9802
Maruti IGNIS SIGMA 1.2 K12,2018,Maruti,MANUAL,50507,Petrol,2nd Owner,MP-04,Indore,477999,456799,Sep,8931
Tata ALTROZ XZ + 1.2 RTN,2022,Tata,MANUAL,2853,Petrol,1st Owner,TN-85-x-xxxx,Chennai,965999,960999,May,18047
Volkswagen Vento HIGHLINE PETROL,2014,Volkswagen,MANUAL,37558,Petrol,1st Owner,MH-14,Pune,546299,546299,Oct,10680
Maruti Swift VXI,2015,Maruti,MANUAL,71268,Petrol,1st Owner,GJ-18,Ahmedabad,447199,447199,Aug,8743
Maruti S PRESSO VXI PLUS,2020,Maruti,MANUAL,11267,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,505299,486499,Oct,9511
Renault Kwid RXT,2016,Renault,MANUAL,32563,Petrol,2nd Owner,MH-14,Pune,312999,312999,Mar,6119
Hyundai Creta 1.4 SX(O) TURBO GDI DCT,2022,Hyundai,AUTOMATIC,2999,Petrol,1st Owner,KL-17,Kochi,2123699,2057399,Mar,38636
Honda City ZX MT PETROL,2021,Honda,MANUAL,20518,Petrol,1st Owner,GJ-38,Ahmedabad,1427899,1286099,Apr,24152
KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,2020,KIA,AUTOMATIC,22197,Petrol,1st Owner,MH-47,Mumbai,2006699,1949499,Mar,36610
KIA SELTOS 1.5 GTX+ AT,2020,KIA,AUTOMATIC,40189,Diesel,1st Owner,TN-14-x-xxxx,Chennai,1905499,1660499,Jan,31182
Tata Tiago XE 1.2 REVOTRON,2018,Tata,MANUAL,17837,Petrol,1st Owner,MH-03,Mumbai,468199,468199,Nov,9153
Mahindra Scorpio S11,2018,Mahindra,MANUAL,84562,Diesel,1st Owner,TN-06-x-xxxx,Chennai,1394899,1244699,Aug,23374
Maruti Alto 800 LXI,2012,Maruti,MANUAL,31375,Petrol,1st Owner,KL-07,Kochi,231099,226099,Nov,4420
KIA SONET HTX 1.0 IMT,2021,KIA,MANUAL,10910,Petrol,1st Owner,GJ-03,Ahmedabad,975099,948199,May,17806
Maruti XL6 ALPHA SHVS  MT,2019,Maruti,MANUAL,57244,Petrol,1st Owner,HR-51,New Delhi,1027899,959899,Nov,18026
Volkswagen Polo HIGHLINE1.2L PETROL,2017,Volkswagen,MANUAL,91032,Petrol,1st Owner,GJ-06,Ahmedabad,548099,520199,May,10170
Toyota Etios Liva D-4D VXD,2015,Toyota,MANUAL,35320,Diesel,1st Owner,TN-14-x-xxxx,Chennai,524499,524499,Sep,10254
Tata ALTROZ XT 1.5 RTQ,2021,Tata,MANUAL,16699,Diesel,1st Owner,DL-10,New Delhi,883699,866099,Oct,16264
Volkswagen Polo GT TSI 1.2 PETROL AT,2020,Volkswagen,AUTOMATIC,47328,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,1064899,1024599,Jan,19241
Toyota Etios V,2018,Toyota,MANUAL,20146,Petrol,2nd Owner,MH-02,Mumbai,586599,530599,Sep,10373
Toyota Glanza V MT PETROL,2021,Toyota,MANUAL,27784,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,879749,829399,Feb,15575
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,16913,Petrol,1st Owner,MH-05,Mumbai,512599,479999,Sep,9384
Maruti Vitara Brezza ZDI PLUS,2017,Maruti,MANUAL,25437,Diesel,2nd Owner,UP-70-x-xxxx,Lucknow,782199,749299,Sep,14649
Hyundai Santro Xing GLS,2009,Hyundai,MANUAL,42379,Petrol,1st Owner,MH-12,Pune,180599,180599,Oct,3531
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2015,Hyundai,MANUAL,40856,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,422399,417399,Nov,8160
Volkswagen Polo COMFORTLINE 1.2L PETROL,2016,Volkswagen,MANUAL,52631,Petrol,1st Owner,MH-12,Pune,472999,467999,Oct,9149
Maruti Swift VXI,2017,Maruti,MANUAL,21134,Petrol,1st Owner,KL-43,Kochi,552599,552599,Jul,10803
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2014,Hyundai,MANUAL,88942,Petrol,2nd Owner,WB-02,Kolkata,388999,318699,May,6231
Hyundai Eon MAGNA PLUS,2015,Hyundai,MANUAL,28889,Petrol,1st Owner,KL-25,Kochi,290299,242199,Nov,4735
Mahindra Scorpio S9,2020,Mahindra,MANUAL,47827,Diesel,1st Owner,TS-09-x-xxxx,Hyderabad,1621999,1580049,Dec,29672
Hyundai VENUE SX 1.0 GDI IMT,2020,Hyundai,MANUAL,21044,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,1048999,1001099,Oct,18800
Renault Kwid RXL,2019,Renault,MANUAL,12366,Petrol,1st Owner,RJ-45,Jaipur,429099,429099,Mar,8389
MG HECTOR SHARP DCT PETROL,2019,MG,AUTOMATIC,33822,Petrol,1st Owner,DL-14,New Delhi,1759999,1630099,Oct,30612
Hyundai VENUE 1.5 SX CRDI MT,2021,Hyundai,MANUAL,4509,Diesel,1st Owner,UP-16,New Delhi,1215699,1124999,Sep,21126
Mahindra Thar LX PETROL HT 4WD AT,2022,Mahindra,MANUAL,3784,Petrol,1st Owner,HR-16,New Delhi,1771399,1676699,Apr,31487
Maruti New  Wagon-R 1.0 Lxi (o) cng,2021,Maruti,MANUAL,4970,Petrol + CNG,1st Owner,HR-26,New Delhi,705099,690499,Apr,13499
Ford Ecosport 1.5TITANIUM TDCI,2016,Ford,MANUAL,84947,Diesel,1st Owner,KA-04-x-xxxx,Bangalore,712199,712199,Dec,13924
Maruti Swift LXI,2014,Maruti,MANUAL,31334,Petrol,1st Owner,DL-3C,New Delhi,436799,436799,Dec,8540
Honda Jazz 1.5 VX I DTEC,2016,Honda,MANUAL,78751,Diesel,2nd Owner,WB-24,Kolkata,436699,431699,Sep,8440
Honda City VX MT PETROL,2015,Honda,MANUAL,72001,Petrol,2nd Owner,TS-07-x-xxxx,Hyderabad,687099,672099,Jun,13140
Hyundai Grand i10 MAGNA 1.2 VTVT,2020,Hyundai,MANUAL,99139,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,556999,556999,Dec,10889
Toyota YARIS J MT,2018,Toyota,MANUAL,24697,Petrol,1st Owner,KA-01-x-xxxx,Bangalore,894499,894499,Jul,16798
Tata Nano XT TWIST,2015,Tata,MANUAL,36486,Petrol,1st Owner,MH-12,Pune,203599,190299,Oct,3720
Maruti Celerio X Zxi AMT,2019,Maruti,AUTOMATIC,67679,Petrol,1st Owner,GJ-06,Ahmedabad,523799,460499,Feb,9003
Hyundai Grand i10 1.2 ASTA (O) AT,2016,Hyundai,AUTOMATIC,65617,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,543599,528699,Oct,10336
Nissan Terrano XL 110 DIESEL,2014,Nissan,MANUAL,96829,Diesel,2nd Owner,AP-09-x-xxxx,Hyderabad,540299,540299,May,10563
MG ASTOR SAVVY 1.5 CVT S RED,2022,MG,MANUAL,17118,Petrol,1st Owner,TN-19-x-xxxx,Chennai,1903599,1786799,Jan,33554
MG HECTOR SHARP DCT PETROL,2019,MG,AUTOMATIC,58968,Petrol,1st Owner,HR-26,New Delhi,1701599,1513399,Nov,28420
Hyundai Elite i20 SPORTZ 1.2,2017,Hyundai,MANUAL,29196,Petrol + CNG,1st Owner,UP-85,New Delhi,581199,581199,Feb,11363
Maruti S Cross DELTA SHVS PETROL,2021,Maruti,MANUAL,30125,Petrol,1st Owner,GJ-06,Ahmedabad,997499,997499,Jan,18732
Maruti Swift VXI,2021,Maruti,MANUAL,13228,Petrol,1st Owner,KA-04-x-xxxx,Bangalore,723199,715199,Mar,13982
Renault TRIBER 1.0 RXZ,2021,Renault,MANUAL,2683,Petrol,1st Owner,UP-42-x-xxxx,Lucknow,696299,696299,Oct,13613
Tata ALTROZ XZ 1.2,2021,Tata,MANUAL,25279,Petrol,1st Owner,MP-08,Indore,817199,817199,Aug,15346
Renault TRIBER 1.0 RXZ,2019,Renault,MANUAL,20442,Petrol,1st Owner,TN-69-x-xxxx,Chennai,728399,696499,Nov,13617
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,53790,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,504599,482849,Jul,9440
Tata ALTROZ XE 1.2,2021,Tata,MANUAL,42399,Petrol,1st Owner,MH-04,Mumbai,607459,607459,Jan,11876
Hyundai Creta 1.6 EX CRDI,2019,Hyundai,MANUAL,86364,Diesel,1st Owner,TN-55-x-xxxx,Chennai,1130899,1048599,Dec,19692
Maruti Eeco 5 STR WITH AC PLUSHTR,2020,Maruti,MANUAL,7771,Petrol,1st Owner,TN-14-x-xxxx,Chennai,490799,454549,Mar,8887
Tata ALTROZ XZ 1.2,2020,Tata,MANUAL,32805,Petrol,1st Owner,MH-05,Mumbai,803399,774099,Aug,15134
Volkswagen Polo HIGHLINE1.2L PETROL,2018,Volkswagen,MANUAL,20704,Petrol,1st Owner,KA-53-x-xxxx,Bangalore,748599,748599,Jun,14635
KIA SELTOS HTK PLUS 1.5 PETROL,2020,KIA,MANUAL,6436,Petrol,1st Owner,DL-11,New Delhi,1178199,1164499,Oct,21868
Volkswagen Polo GT TSI 1.2 PETROL AT,2017,Volkswagen,AUTOMATIC,65971,Petrol,1st Owner,MH-43,Mumbai,774999,711399,Jun,13908
Tata ALTROZ XT 1.2,2021,Tata,MANUAL,37753,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,781299,744099,Apr,14547
Hyundai VENUE 1.0L Turbo GDI SX MT,2020,Hyundai,MANUAL,37936,Petrol,2nd Owner,MH-47,Mumbai,941599,925099,Aug,17372
Honda Amaze 1.2 SX MT I VTEC,2014,Honda,MANUAL,53962,Petrol,2nd Owner,KA-03-x-xxxx,Bangalore,458099,452699,Oct,8850
KIA SELTOS GTK 1.4 GDI PETROL,2020,KIA,MANUAL,26776,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,1444399,1295199,Jun,24323
Maruti Swift VDI,2014,Maruti,MANUAL,95154,Diesel,2nd Owner,MH-02,Mumbai,408899,408899,Jan,7994
Hyundai i20 MAGNA O 1.2,2010,Hyundai,MANUAL,43660,Petrol,3rd Owner,KL-43,Kochi,333699,328699,Jul,6426
Maruti Swift VXI,2013,Maruti,MANUAL,39383,Petrol,1st Owner,MH-04,Mumbai,418299,418299,May,8178
Hyundai Grand i10 MAGNA 1.2 VTVT,2018,Hyundai,MANUAL,41807,Petrol,1st Owner,PB-02,Ahmedabad,492999,492999,May,9638
Maruti New  Wagon-R LXI 1.0 L,2020,Maruti,MANUAL,2610,Petrol,1st Owner,DL-2C,New Delhi,518499,508899,Oct,9949
Renault Kwid 1.0 RXT Opt,2019,Renault,MANUAL,20884,Petrol,1st Owner,MH-02,Mumbai,403599,403599,Jun,7890
Honda City VX MT PETROL,2020,Honda,MANUAL,16253,Petrol,1st Owner,DL-9C,New Delhi,1309399,1260699,Jul,23675
Datsun Go Plus T (O) CVT,2020,Datsun,AUTOMATIC,15755,Petrol,2nd Owner,WB-06,Kolkata,562899,517899,Jan,10125
